method,estimate,n
beale,0.1258313543092628,192
rating,0.11899611868974286,192
composite,0.1221439844515986,192
pw,0.1353103727144332,192
beale,0.12830810538051132,192
rating,0.12406092166379686,192
composite,0.1312626937044113,192
pw,0.12936283699356718,192
beale,0.12751094661537204,192
rating,0.11928275651529237,192
composite,0.12120831701528362,192
pw,0.13295130151290818,192
beale,0.12021494760835821,192
rating,0.1149333325219378,192
composite,0.11474947900646233,192
pw,0.13053974955374165,192
beale,0.12663464622132908,192
rating,0.1199611507208361,192
composite,0.1183474498611849,192
pw,0.12414386745438918,192
beale,0.1193393981866509,192
rating,0.11804861208680183,192
composite,0.12053470338437451,192
pw,0.1287009213997107,192
beale,0.1299564083210576,192
rating,0.12590636449027803,192
composite,0.1257504859887258,192
pw,0.1203573600760923,192
beale,0.09746156705279119,192
rating,0.11894470665127269,192
composite,0.11857177290007047,192
pw,0.14008415149094317,192
beale,0.13238141878853216,192
rating,0.12462888523090848,192
composite,0.12781699515570819,192
pw,0.12434227938011831,192
beale,0.10872064347612302,192
rating,0.11721660950827216,192
composite,0.11922832200953228,192
pw,0.12414386745438918,192
beale,0.1193393981866509,192
rating,0.11804861208680183,192
composite,0.12053470338437451,192
pw,0.12486956375529326,192
beale,0.12380847208031832,192
rating,0.11860013608907076,192
composite,0.11889685610885276,192
pw,0.14739451655914462,192
beale,0.1315805529001804,192
rating,0.13818997997953453,192
composite,0.13585501947535406,192
pw,0.14893681679524257,192
beale,0.11112503827943465,192
rating,0.11583175017887823,192
composite,0.12211312384697642,192
pw,0.12735627818754036,192
beale,0.1073291300765358,192
rating,0.11931197302031162,192
composite,0.12597643491104285,192
pw,0.13787138466704968,192
beale,0.14454417819731666,192
rating,0.13867764529625348,192
composite,0.1364598790976182,192
pw,0.13116539017506806,192
beale,0.1307121538834728,192
rating,0.12850894183047765,192
composite,0.13475899744867725,192
pw,0.14358322541068938,192
beale,0.120097749471799,192
rating,0.12966726180699553,192
composite,0.13324903130216847,192
pw,0.12123106203432371,192
beale,0.11149392526568017,192
rating,0.11726044646748916,192
composite,0.11833746235067821,192
pw,0.13997503485518237,192
beale,0.12176784479926668,192
rating,0.1208943759003402,192
composite,0.12476258398534254,192
pw,0.11997069871704204,192
beale,0.11972752428383085,192
rating,0.11815972227086785,192
composite,0.11929427046556972,192
pw,0.12660337228449994,192
beale,0.11807726472481003,192
rating,0.11812834028508164,192
composite,0.12072165264010129,192
pw,0.12384453870467961,192
beale,0.11738839684910249,192
rating,0.11907399032846826,192
composite,0.12095756392357536,192
pw,0.14008415149094317,192
beale,0.13238141878853216,192
rating,0.12462888523090848,192
composite,0.12781699515570819,192
pw,0.12867454752109173,192
beale,0.12375529253564577,192
rating,0.12833458049809668,192
composite,0.13247378522896927,192
pw,0.13116539017506806,192
beale,0.1307121538834728,192
rating,0.12850894183047765,192
composite,0.13475899744867725,192
pw,0.12499727951897044,192
beale,0.12255237849224115,192
rating,0.12083349047692957,192
composite,0.1206284767580444,192
pw,0.12827896787455068,192
beale,0.12441606199230418,192
rating,0.12271465496426956,192
composite,0.12192483298645722,192
pw,0.13307767573361237,96
beale,0.11962540585534509,96
rating,0.1196356506592747,96
composite,0.12338339932359915,96
pw,0.12499727951897044,96
beale,0.12255237849224115,96
rating,0.12083349047692957,96
composite,0.1206284767580444,96
pw,0.12589954497699554,96
beale,0.12034506048353916,96
rating,0.12609561158247312,96
composite,0.12659645956726093,96
pw,0.13912272903778397,96
beale,0.12696943789167373,96
rating,0.12766290635437266,96
composite,0.1302040136835188,96
pw,0.12273743500053094,96
beale,0.1144134896101878,96
rating,0.11538206115215559,96
composite,0.11740082495578691,96
pw,0.12825419948492053,96
beale,0.11793951609578313,96
rating,0.12444289983551385,96
composite,0.12582634602764659,96
pw,0.12399971427691615,96
beale,0.12046385883289569,96
rating,0.11710651202089976,96
composite,0.12044507841526857,96
pw,0.13307767573361237,96
beale,0.11962540585534509,96
rating,0.1196356506592747,96
composite,0.12338339932359915,96
pw,0.12936283699356718,96
beale,0.12751094661537204,96
rating,0.11928275651529237,96
composite,0.12120831701528362,96
pw,0.12396339380631166,96
beale,0.12390152660439124,96
rating,0.1215171828900268,96
composite,0.12215289526713499,96
pw,0.12060674395986853,96
beale,0.12027052204695071,96
rating,0.11948889464102681,96
composite,0.12038817605335475,96
pw,0.12699731128366065,96
beale,0.12177211159084521,96
rating,0.1189833523716656,96
composite,0.12086760263534903,96
pw,0.12446514537042754,96
beale,0.11066665062241199,96
rating,0.11852824698949754,96
composite,0.12087806309273764,96
pw,0.1306735774788484,96
beale,0.1280472311695843,96
rating,0.11848672836441113,96
composite,0.11953294913608019,96
pw,0.12708632244931609,96
beale,0.12496164150958025,96
rating,0.12086710354090445,96
composite,0.12158315687065353,96
pw,0.12995583275499664,96
beale,0.12776502137607026,96
rating,0.12057450293463211,96
composite,0.12177229123401301,96
pw,0.13340812121700055,96
beale,0.1329422759270109,96
rating,0.11562069986625018,96
composite,0.1178906997867206,96
pw,0.12936283699356718,96
beale,0.12751094661537204,96
rating,0.11928275651529237,96
composite,0.12120831701528362,96
pw,0.12998224291939203,96
beale,0.12369170780888272,96
rating,0.123760174403093,96
composite,0.12600955707953249,96
pw,0.14008415149094317,96
beale,0.13238141878853216,96
rating,0.12462888523090848,96
composite,0.12781699515570819,96
pw,0.13332298234381568,96
beale,0.10885619443065013,96
rating,0.11702303826344146,96
composite,0.11897172192122842,96
pw,0.12840958489486293,96
beale,0.1150413227474469,96
rating,0.1198920129060398,96
composite,0.12359725113136814,96
pw,0.13788078408438154,96
beale,0.11683961251798593,96
rating,0.12020051857251919,96
composite,0.12128155831908037,96
pw,0.12123106203432371,96
beale,0.11149392526568017,96
rating,0.11726044646748916,96
composite,0.11833746235067821,96
pw,0.13232010559049678,96
beale,0.13068347254096177,96
rating,0.11596414752273962,96
composite,0.11838432138540596,96
pw,0.11802308460227907,96
beale,0.10536254591500749,96
rating,0.11255816551088256,96
composite,0.11417734873487662,96
pw,0.12877039668506532,96
beale,0.12299189746818477,96
rating,0.11636265336053493,96
composite,0.11814508506423162,96
pw,0.12467968315129145,96
beale,0.11166632129329733,96
rating,0.11507616237354112,96
composite,0.11689560099957826,96
pw,0.11974642690813835,96
beale,0.11891414971890293,96
rating,0.11940627585010037,96
composite,0.12139752957918054,96
pw,0.11986793753431325,96
beale,0.11949785721836079,96
rating,0.11945684865035358,96
composite,0.1208849733334547,96
pw,0.1203573600760923,96
beale,0.09746156705279119,96
rating,0.11894470665127269,96
composite,0.11857177290007047,96
pw,0.13670293155392022,96
beale,0.12631937657410708,96
rating,0.120362454420978,96
composite,0.12524373446568784,96
pw,0.12268366959015309,96
beale,0.12102938934995636,96
rating,0.11970220026896763,96
composite,0.12069089315745372,96
pw,0.12508323794141338,96
beale,0.11986050756322136,96
rating,0.1208576976573095,96
composite,0.12188027330767333,96
pw,0.12636853502598863,96
beale,0.11172268695045481,96
rating,0.1148347565586165,96
composite,0.11591664926345521,96
pw,0.12561748633482367,96
beale,0.1225784031895592,96
rating,0.12215955267158041,96
composite,0.12210740732591709,96
pw,0.12840958489486293,96
beale,0.1150413227474469,96
rating,0.1198920129060398,96
composite,0.12359725113136814,96
pw,0.12877039668506532,96
beale,0.12299189746818477,96
rating,0.11636265336053493,96
composite,0.11814508506423162,96
pw,0.12384453870467961,96
beale,0.11738839684910249,96
rating,0.11907399032846826,96
composite,0.12095756392357536,96
pw,0.1288670768386227,96
beale,0.13525497927912922,96
rating,0.12871561920705293,96
composite,0.125244338805243,96
pw,0.12779543594050796,96
beale,0.12140496842693987,96
rating,0.12203231765087239,96
composite,0.12334315619123784,96
pw,0.11997069871704204,96
beale,0.11972752428383085,96
rating,0.11815972227086785,96
composite,0.11929427046556972,96
pw,0.12508323794141338,96
beale,0.11986050756322136,96
rating,0.1208576976573095,96
composite,0.12188027330767333,96
pw,0.13307767573361237,96
beale,0.11962540585534509,96
rating,0.1196356506592747,96
composite,0.12338339932359915,96
pw,0.1261394434748283,96
beale,0.12037767160453507,96
rating,0.11562625584133036,96
composite,0.11577142642537695,96
pw,0.12465620338364533,96
beale,0.12420657071098247,96
rating,0.12010244132756391,96
composite,0.12202613117899727,96
pw,0.1387537670972551,96
beale,0.1328831151995954,96
rating,0.12155673003200383,96
composite,0.12447046722785887,96
pw,0.12589954497699554,96
beale,0.12034506048353916,96
rating,0.12609561158247312,96
composite,0.12659645956726093,96
pw,0.12037518047941784,96
beale,0.11195340204553034,96
rating,0.1155702161892744,96
composite,0.11681636363167283,96
pw,0.12414386745438918,96
beale,0.1193393981866509,96
rating,0.11804861208680183,96
composite,0.12053470338437451,96
pw,0.12414386745438918,96
beale,0.1193393981866509,96
rating,0.11804861208680183,96
composite,0.12053470338437451,96
pw,0.12059842282267966,96
beale,0.11800023394446903,96
rating,0.1185647573367215,96
composite,0.11928287478952668,96
pw,0.12419840083470969,96
beale,0.12396828070301207,96
rating,0.12379132902709569,96
composite,0.12401687643109684,96
pw,0.12848180762227815,96
beale,0.11589537213257445,96
rating,0.1189699070309299,96
composite,0.12008063833987363,96
pw,0.11987854978024197,96
beale,0.10551337448363274,96
rating,0.11774820484861764,96
composite,0.11681274135365917,96
pw,0.12465620338364533,96
beale,0.12420657071098247,96
rating,0.12010244132756391,96
composite,0.12202613117899727,96
pw,0.14008415149094317,96
beale,0.13238141878853216,96
rating,0.12462888523090848,96
composite,0.12781699515570819,96
pw,0.1306735774788484,96
beale,0.1280472311695843,96
rating,0.11848672836441113,96
composite,0.11953294913608019,96
pw,0.12936283699356718,96
beale,0.12751094661537204,96
rating,0.11928275651529237,96
composite,0.12120831701528362,96
pw,0.12099953683950293,96
beale,0.1058768025437372,96
rating,0.10790595728248546,96
composite,0.11344498674416338,96
pw,0.135761405406955,96
beale,0.13211884092746928,96
rating,0.12280789310162757,96
composite,0.12559830514745818,96
pw,0.1287009213997107,96
beale,0.1299564083210576,96
rating,0.12590636449027803,96
composite,0.1257504859887258,96
pw,0.11997069871704204,96
beale,0.11972752428383085,96
rating,0.11815972227086785,96
composite,0.11929427046556972,96
pw,0.12889588530959334,96
beale,0.09596293596195735,96
rating,0.11896451232318322,96
composite,0.12214637668892862,96
pw,0.13127855655186588,96
beale,0.11093912580043126,96
rating,0.12133731442892241,96
composite,0.1229762556618163,96
pw,0.12486956375529326,96
beale,0.12380847208031832,96
rating,0.11860013608907076,96
composite,0.11889685610885276,96
pw,0.12399971427691615,96
beale,0.12046385883289569,96
rating,0.11710651202089976,96
composite,0.12044507841526857,96
pw,0.1431538008217556,96
beale,0.14953248461241433,96
rating,0.14084004731998534,96
composite,0.1369010941662317,96
pw,0.12419840083470969,96
beale,0.12396828070301207,96
rating,0.12379132902709569,96
composite,0.12401687643109684,96
pw,0.12123106203432371,96
beale,0.11149392526568017,96
rating,0.11726044646748916,96
composite,0.11833746235067821,96
pw,0.12998224291939203,96
beale,0.12369170780888272,96
rating,0.123760174403093,96
composite,0.12600955707953249,96
pw,0.12273743500053094,96
beale,0.1144134896101878,96
rating,0.11538206115215559,96
composite,0.11740082495578691,96
pw,0.12467968315129145,96
beale,0.11166632129329733,96
rating,0.11507616237354112,96
composite,0.11689560099957826,96
pw,0.12158381194298926,96
beale,0.1151642477964233,96
rating,0.11418476674962767,96
composite,0.11626547424113509,96
pw,0.12936283699356718,96
beale,0.12751094661537204,96
rating,0.11928275651529237,96
composite,0.12120831701528362,96
pw,0.1353103727144332,96
beale,0.12830810538051132,96
rating,0.12406092166379686,96
composite,0.1312626937044113,96
pw,0.12005969282618988,96
beale,0.11895751680719206,96
rating,0.11962641397841953,96
composite,0.12137022793152298,96
pw,0.12508323794141338,96
beale,0.11986050756322136,96
rating,0.1208576976573095,96
composite,0.12188027330767333,96
pw,0.13500470684712707,96
beale,0.13907042855198354,96
rating,0.12766244092677048,96
composite,0.12486993055797314,96
pw,0.12848180762227815,96
beale,0.11589537213257445,96
rating,0.1189699070309299,96
composite,0.12008063833987363,96
pw,0.12425667625734224,96
beale,0.12156763364498269,96
rating,0.11915969565354498,96
composite,0.12080946359826926,96
pw,0.12889588530959334,96
beale,0.09596293596195735,96
rating,0.11896451232318322,96
composite,0.12214637668892862,96
pw,0.12708632244931609,96
beale,0.12496164150958025,96
rating,0.12086710354090445,96
composite,0.12158315687065353,96
pw,0.11974642690813835,96
beale,0.11891414971890293,96
rating,0.11940627585010037,96
composite,0.12139752957918054,96
pw,0.12399971427691615,96
beale,0.12046385883289569,96
rating,0.11710651202089976,96
composite,0.12044507841526857,96
pw,0.12158381194298926,96
beale,0.1151642477964233,96
rating,0.11418476674962767,96
composite,0.11626547424113509,96
pw,0.12679832990487416,96
beale,0.09449534698040277,96
rating,0.11260978699782295,96
composite,0.11655391616767435,96
pw,0.12936283699356718,96
beale,0.12751094661537204,96
rating,0.11928275651529237,96
composite,0.12120831701528362,96
pw,0.12825419948492053,96
beale,0.11793951609578313,96
rating,0.12444289983551385,96
composite,0.12582634602764659,96
pw,0.12268366959015309,96
beale,0.12102938934995636,96
rating,0.11970220026896763,96
composite,0.12069089315745372,96
pw,0.1261394434748283,96
beale,0.12037767160453507,96
rating,0.11562625584133036,96
composite,0.11577142642537695,96
pw,0.1387537670972551,96
beale,0.1328831151995954,96
rating,0.12155673003200383,96
composite,0.12447046722785887,96
pw,0.12126597923139577,96
beale,0.11293383576739369,96
rating,0.1240090867130859,96
composite,0.12102654750880222,96
pw,0.12660337228449994,96
beale,0.11807726472481003,96
rating,0.11812834028508164,96
composite,0.12072165264010129,96
pw,0.1306735774788484,96
beale,0.1280472311695843,96
rating,0.11848672836441113,96
composite,0.11953294913608019,96
pw,0.12998224291939203,96
beale,0.12369170780888272,96
rating,0.123760174403093,96
composite,0.12600955707953249,96
pw,0.12742580475056728,96
beale,0.1217075626415283,96
rating,0.12556209589905165,96
composite,0.124282137484152,96
pw,0.12434227938011831,96
beale,0.10872064347612302,96
rating,0.11721660950827216,96
composite,0.11922832200953228,96
pw,0.12384453870467961,96
beale,0.11738839684910249,96
rating,0.11907399032846826,96
composite,0.12095756392357536,96
pw,0.11938664214940907,96
beale,0.1145648949864658,96
rating,0.11992747291950992,96
composite,0.11945740010294786,96
pw,0.12980102495701135,46
beale,0.1207695207877673,46
rating,0.11637492435150425,46
composite,0.11742282535641946,46
pw,0.12508323794141338,46
beale,0.11986050756322136,46
rating,0.1208576976573095,46
composite,0.12188027330767333,46
pw,0.12197736063248778,46
beale,0.11703964470942696,46
rating,0.11803163999653953,46
composite,0.11880902909858293,46
pw,0.12465620338364533,46
beale,0.12420657071098247,46
rating,0.12010244132756391,46
composite,0.12202613117899727,46
pw,0.12561748633482367,46
beale,0.1225784031895592,46
rating,0.12215955267158041,46
composite,0.12210740732591709,46
pw,0.12197736063248778,46
beale,0.11703964470942696,46
rating,0.11803163999653953,46
composite,0.11880902909858293,46
pw,0.12499727951897044,46
beale,0.12255237849224115,46
rating,0.12083349047692957,46
composite,0.1206284767580444,46
pw,0.11987854978024197,46
beale,0.10551337448363274,46
rating,0.11774820484861764,46
composite,0.11681274135365917,46
pw,0.1287009213997107,46
beale,0.1299564083210576,46
rating,0.12590636449027803,46
composite,0.1257504859887258,46
pw,0.12396339380631166,46
beale,0.12390152660439124,46
rating,0.1215171828900268,46
composite,0.12215289526713499,46
pw,0.13340812121700055,46
beale,0.1329422759270109,46
rating,0.11562069986625018,46
composite,0.1178906997867206,46
pw,0.1288670768386227,46
beale,0.13525497927912922,46
rating,0.12871561920705293,46
composite,0.125244338805243,46
pw,0.12508323794141338,46
beale,0.11986050756322136,46
rating,0.1208576976573095,46
composite,0.12188027330767333,46
pw,0.1288670768386227,46
beale,0.13525497927912922,46
rating,0.12871561920705293,46
composite,0.125244338805243,46
pw,0.12197736063248778,46
beale,0.11703964470942696,46
rating,0.11803163999653953,46
composite,0.11880902909858293,46
pw,0.11938664214940907,46
beale,0.1145648949864658,46
rating,0.11992747291950992,46
composite,0.11945740010294786,46
pw,0.12005969282618988,46
beale,0.11895751680719206,46
rating,0.11962641397841953,46
composite,0.12137022793152298,46
pw,0.12980102495701135,46
beale,0.1207695207877673,46
rating,0.11637492435150425,46
composite,0.11742282535641946,46
pw,0.12419840083470969,46
beale,0.12396828070301207,46
rating,0.12379132902709569,46
composite,0.12401687643109684,46
pw,0.1288670768386227,46
beale,0.13525497927912922,46
rating,0.12871561920705293,46
composite,0.125244338805243,46
pw,0.12419840083470969,46
beale,0.12396828070301207,46
rating,0.12379132902709569,46
composite,0.12401687643109684,46
pw,0.12384453870467961,46
beale,0.11738839684910249,46
rating,0.11907399032846826,46
composite,0.12095756392357536,46
pw,0.12419840083470969,46
beale,0.12396828070301207,46
rating,0.12379132902709569,46
composite,0.12401687643109684,46
pw,0.127704511033152,46
beale,0.12727160744059426,46
rating,0.12105693850555582,46
composite,0.12338701774188404,46
pw,0.1288670768386227,46
beale,0.13525497927912922,46
rating,0.12871561920705293,46
composite,0.125244338805243,46
pw,0.12696353791689638,46
beale,0.12850591156402635,46
rating,0.12426729857484714,46
composite,0.12180649718727103,46
pw,0.12071954451202413,46
beale,0.11897171851366826,46
rating,0.11855179860605637,46
composite,0.1194632485754724,46
pw,0.12123106203432371,46
beale,0.11149392526568017,46
rating,0.11726044646748916,46
composite,0.11833746235067821,46
pw,0.127704511033152,46
beale,0.12727160744059426,46
rating,0.12105693850555582,46
composite,0.12338701774188404,46
pw,0.12414386745438918,46
beale,0.1193393981866509,46
rating,0.11804861208680183,46
composite,0.12053470338437451,46
pw,0.1287009213997107,46
beale,0.1299564083210576,46
rating,0.12590636449027803,46
composite,0.1257504859887258,46
pw,0.12508323794141338,46
beale,0.11986050756322136,46
rating,0.1208576976573095,46
composite,0.12188027330767333,46
pw,0.11997069871704204,46
beale,0.11972752428383085,46
rating,0.11815972227086785,46
composite,0.11929427046556972,46
pw,0.12037518047941784,46
beale,0.11195340204553034,46
rating,0.1155702161892744,46
composite,0.11681636363167283,46
pw,0.12589954497699554,46
beale,0.12034506048353916,46
rating,0.12609561158247312,46
composite,0.12659645956726093,46
pw,0.12052547276374938,46
beale,0.12131358219587246,46
rating,0.12004878230363109,46
composite,0.12187145916661744,46
pw,0.12123106203432371,46
beale,0.11149392526568017,46
rating,0.11726044646748916,46
composite,0.11833746235067821,46
pw,0.12499727951897044,46
beale,0.12255237849224115,46
rating,0.12083349047692957,46
composite,0.1206284767580444,46
pw,0.12499727951897044,46
beale,0.12255237849224115,46
rating,0.12083349047692957,46
composite,0.1206284767580444,46
pw,0.11986793753431325,46
beale,0.11949785721836079,46
rating,0.11945684865035358,46
composite,0.1208849733334547,46
pw,0.12589954497699554,46
beale,0.12034506048353916,46
rating,0.12609561158247312,46
composite,0.12659645956726093,46
pw,0.11997069871704204,46
beale,0.11972752428383085,46
rating,0.11815972227086785,46
composite,0.11929427046556972,46
pw,0.12005969282618988,46
beale,0.11895751680719206,46
rating,0.11962641397841953,46
composite,0.12137022793152298,46
pw,0.11987854978024197,46
beale,0.10551337448363274,46
rating,0.11774820484861764,46
composite,0.11681274135365917,46
pw,0.12742580475056728,46
beale,0.1217075626415283,46
rating,0.12556209589905165,46
composite,0.124282137484152,46
pw,0.1288670768386227,46
beale,0.13525497927912922,46
rating,0.12871561920705293,46
composite,0.125244338805243,46
pw,0.12779543594050796,46
beale,0.12140496842693987,46
rating,0.12203231765087239,46
composite,0.12334315619123784,46
pw,0.11987854978024197,46
beale,0.10551337448363274,46
rating,0.11774820484861764,46
composite,0.11681274135365917,46
pw,0.11997069871704204,46
beale,0.11972752428383085,46
rating,0.11815972227086785,46
composite,0.11929427046556972,46
pw,0.11974642690813835,46
beale,0.11891414971890293,46
rating,0.11940627585010037,46
composite,0.12139752957918054,46
